,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
136,loft,AreandDee LLC,SMBUS,United States of America,True,7.5,0.0,26.25,0.0,Richard Loft,Preparing EarthWorks for GPU-Based Climate Simulations at Global Storm-Resolving Scales.,,Golden
137,tinad,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,253750.0,0.0,1215500.0,0.0,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
138,glanzman,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,LSST/DESC,Menlo Park
139,pboyle,Brookhaven National Lab,DOELAB,United States of America,True,300000.0,0.0,319999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics,Upton
140,decyk,University of California Los Angeles (UCLA),UNIV,United States of America,True,4500.0,0.0,15000.0,0.0,Frank Tsung,Particle-in-Cell Simulations of Laser Plasma Interactions Relevant to Inertial Fusion Energy,Physics and Astronomy,Los Angeles
141,tbrewer,Cray Inc.,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,NERSC / Cray Support,Seattle
142,sumpter,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,,Oak Ridge
143,kimjs,FAR-TECH Inc.,SMBUS,United States of America,True,10000.0,0.0,3750.0,0.0,Jin-Soo Kim,Modeling of radio-frequency waves in hot Tokamak plasmas,President,San Diego
144,dspong,Oak Ridge National Laboratory,DOELAB,United States of America,True,47500.0,803.055,16356.004888888889,2.864444444444445,Don Spong,"Plasma Confinement, Stability, Heating and Optimization in Stellarators and Tokamaks",Fusion Energy Division,Oak Ridge
145,balay,Argonne National Laboratory,DOELAB,United States of America,True,375.07194444444445,0.0,1126.5519444444446,0.0,Lois Curfman Mcinnes,Composable Hierarchically Nested Solvers,MCS,Argonne
146,almgren,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,15049.940555555557,0.1319444444444444,6757.5615,0.0,Ann Almgren,ERF Model Development,CRD,Berkeley
147,marcd,National Renewable Energy Laboratory,DOELAB,United States of America,True,95.0,0.0,3500.0,0.0,John Bell,Simulation and Analysis of Reacting Flows,CRD,Golden
148,baron,University of Oklahoma,UNIV,United States of America,True,65000.0,168.255,45751.91194444445,0.0102777777777777,Edward Baron,Synthetic Spectra of Astrophysical Objects,Physics & Astronomy,Norman
149,hauschil,Universitaet Hamburg,UNIV,Germany,True,65000.0,26918.325,45751.91194444445,19.805,Edward Baron,"Radiative Transfer in Supernovae, r-process, and stellar evolution",Hamburger Sternwarte,Hamburg
150,madams,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1962.5359722222224,76.76444444444445,2823.4665277777776,87.90777777777778,Gautam Bisht,Capturing the dynamics of compound flooding in E3SM,CRD,Berkeley
151,galli,University of Chicago,UNIV,United States of America,True,146600.0,0.0,26300.0,0.0,Giulia Galli,First principles simulations of nanostructures,Institute for Molecular Engineering ,Chicago
152,kewu,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,15636.0,0.1761111111111111,6155.0,0.0,Kesheng Wu,Scientific Data Management Research,CRD,Berkeley
153,pochinsk,Massachusetts Institute of Technology,UNIV,United States of America,True,70000.0,0.0,78000.0,0.0,John Negele,Exploration of Hadron Structure using Lattice QCD,LNS,Cambridge
154,jbb,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,25000.0,0.0,6125.0,0.0,John Bell,Simulation and Analysis of Reacting Flows,CRD,Berkeley
155,cdoutri,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),AIMS,Livermore
156,charlson,General Atomics,INDUSTRY,United States of America,True,114943.0,110242.16083333331,468.94241666666665,0.0,Charlson Kim,Disruption and disruption mitigation simulations,Theory,San Diego
157,levesque,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,900.0,0.0,600.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,,Palo Alto
158,yury,University of California Berkeley,UNIV,United States of America,True,3200.9108333333334,0.0,337.5,0.0,,,Nuclear Science,Berkeley
159,jwright,Massachusetts Institute of Technology,UNIV,United States of America,True,45550.0,0.0202777777777777,27435.0,0.0,Paul Bonoli,Center for Integrated Simulation of Fusion Relevant RF Actuators: SciDAC Project,MIT/PSFC,Cambridge
160,jiqiang,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,22950.0,949.645,3430.8870555555554,0.0,Ji Qiang,Advanced beam dynamics simulation of electron ion colliders for nuclear physics research,Accelerator Technology and Applied Physics,Berkeley
161,dejong,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,24425.256666666668,0.0,5575.05,0.0,Wibe (Bert) de Jong,"Quantum Algorithms, Mathematics and Compilation Tools for Chemical Sciences",Computational Research,Berkeley
162,tsung,University of California Los Angeles (UCLA),UNIV,United States of America,True,159000.0,60.33444444444444,38500.19472222222,0.0,Frank Tsung,Particle-in-Cell Simulations of Laser Plasma Interactions Relevant to Inertial Fusion Energy,Physics,Los Angeles
163,ijoseph,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,42000.0,0.0,11850.0,0.0,,,Physics / Fusion Energy Sciences Program,Livermore
164,raph,Oak Ridge National Laboratory,DOELAB,United States of America,True,12500.0,352.39694444444444,7500.084166666667,0.0,William Raphael Hix,Developing an Understanding of Core-Collapse and Electron Capture Supernova Explosion Systematics using 2D CHIMERA models,Physics Division,Oak Ridge
165,akuo,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,,Walnut Creek
166,xtang,Los Alamos National Laboratory,DOELAB,United States of America,True,92000.0,0.0,22502.56333333333,0.0,Xianzhu Tang,Predictive simulations and scientific machine learning for steady-state power exhaust and disruption mitigation,Theoretical Division,Los Alamos
167,hstrauss,Princeton Plasma Physics Laboratory (PPPL),DOELAB,United States of America,True,14000.0,0.0,10000.0,0.0,Stephen Jardin,3D Extended MHD simulation of fusion plasmas,mfdd,Princeton
168,rokhsar,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2815.0,0.0,100.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,,Walnut Creek
169,drummond,University of California Berkeley,UNIV,United States of America,True,600.0,0.0,3000.0,0.0,Teresa Head-Gordon,Computing resources for the Molecular Science and Software Engineering (MSSE) master's degree,,Berkeley
170,mandreka,DOE Office of Science - Germantown,DOELAB,United States of America,True,0.0,0.0,500.0,0.0,Sudip Dosanjh,NERSC Center Guest Accounts,"Office of Fusion Energy Sciences, Research Division",Germantown
171,tzeli,National and Kapodistrian University of Athens,UNIV,Greece,True,15170.3,0.0,0.0,0.0,Sotiris Xantheas,"Guest-host interactions in the gas phase, in aqueous systems and hydrate lattices",Theoretical and Physical Chemistry Institute,Athens
172,aware,University of Montana,UNIV,United States of America,True,375.09277777777777,0.3711111111111111,75.0,0.0,Andrew Ware,"Equilibrium, Stability, and Transport Studies of Three-Dimensional Confinement Devices",,Missoula
173,skrueger,University of Utah,UNIV,United States of America,True,2300.0,0.0,200.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),,Salt Lake City
174,borrill,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,,,Computational Research,Berkeley
175,petermc,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,10500.0,0.0,1746.486388888889,0.0097222222222222,Daniel Martin,High Performance Software and Algorithms for Applied Partial Differential Equations,CRD,Berkeley
176,ethier,Princeton Plasma Physics Laboratory (PPPL),DOELAB,United States of America,True,62550.0,0.0,25699.33055555556,0.0,Weixing Wang,Turbulent Transport and Multiscale Gyrokinetic Simulation,Theory/CPPG,Princeton
177,azunger,University of Colorado at Boulder,UNIV,United States of America,True,25500.0,0.0,75.0,0.0,Alex Zunger,Understanding and Control of Charge Carriers in Quantum Materials,RENEWABLE AND SUSTAINABLE ENERGY INSTITUTE,Boulder
178,j_martin,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Kjiersten Fagnan,JGI gentech.p share,jgi,Walnut Creek
179,dang,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,325.0,0.0,175.0,0.0,Dan Gunter,NAWI WaterTAP,DST/CR,Berkeley
180,orginos,College of William & Mary,UNIV,United States of America,True,75031.12694444445,0.0,30000.0,0.0,Kostas Orginos,Hadron Structure from Lattice QCD,Physics,Williamsburg
181,ebylaska,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,24004.08361111111,1649.3530555555556,2550.0,6.595277777777778,Eric Bylaska,Computational Studies in Molecular Geochemistry,EMSL,Richland
182,sameer,University of Oregon,UNIV,United States of America,True,3591.1285,0.0,4204.488888888889,11.757222222222222,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",Performance Research Laboratory,Eugene
183,hetrick,University of the Pacific,UNIV,United States of America,True,300000.0,0.0,319999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics Department,Stockton
184,dernst,Massachusetts Institute of Technology,UNIV,United States of America,True,20000.0,0.0,17000.0,0.0,Abhay Ram,Computational studies in plasma physics and fusion energy,PSFC Theory Division,Cambridge
185,barbara,University of California Berkeley,UNIV,United States of America,True,1469.8008333333332,548.1027777777778,0.0,0.0,Barbara Romanowicz,Imaging and Calibration of Mantle Structure at Global and Regional Scales Using Full-Waveform Seismic inversion,Department of Earth and Planetary Science,Berkeley
186,bwirth,The University of Tennessee,UNIV,United States of America,True,32000.0,0.0,10000.0,0.0,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Department of Nuclear Engineering,Knoxville
187,jianwu,University of California Riverside,UNIV,United States of America,True,1650.0,0.0,375.0,0.0,Jianzhong Wu,Density Functional Theory for Materials and Complex Molecular Systems,Chemical and Environmental Engineering,Riverside
188,ekirton,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,4000.0,0.0,10015.03911111111,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,,Walnut Creek
189,u14327,University of Texas at Austin,UNIV,United States of America,True,18500.0,4520.893055555555,10075.0,0.0,Mike Kotschenreuther,Simulation of turbulent transport in fusion plasmas,,Austin
190,u14352,Massachusetts Institute of Technology,UNIV,United States of America,True,100000.0,0.0,15000.0,0.0,,,Plasma Science and Fusion Center,Cambridge
191,klasky,Oak Ridge National Laboratory,DOELAB,United States of America,True,1550.0,0.0,1510.0,0.0,Choongseok Chang,Partnership Center for High-fidelity Boundary Plasma Simulation: SciDAC-4 Center,CSM,Oak Ridge
192,gordond,Naval Research Lab,OTHGOVLB,United States of America,True,1282.0736111111112,1.0727777777777778,75.0,0.0,Daniel Gordon,Particle Acceleration by Ultra-Intense Lasers,Plasma Physics,Washington
193,varnerrl,Oak Ridge National Laboratory,DOELAB,United States of America,True,658.5342916666667,0.0,5800.0,0.0,Yuen-Dat Chan,Majorana - Neutrinoless Double Beta Decay,Physics Division,Oak Ridge
194,u14653,Oak Ridge National Laboratory,DOELAB,United States of America,True,11269.911666666669,0.0,11250.0,0.0,Daniel Jacobson,Confronting a Changing World: Using Ultralow Precision Mathematics to Detect Spatiotemporal Environmental Changes with Impacts on Food and Bioenergy,NCCS,Oak Ridge
195,radek,Laboratoire Astroparticule et Cosmologie,UNIV,France,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Cosmology Group,Paris
196,ejr,Georgia Institute of Technology,UNIV,United States of America,True,3500.0,0.0,597.1254444444445,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,School of Computational Science and Engineering,Atlanta
197,bzhangtx,Arkansas State University - Jonesboro,UNIV,United States of America,True,85.30416666666666,3.3097222222222222,75.0,0.0,Bin Zhang,Dynamics of Relativistic Heavy Ion Collisions,Chemistry and Physics,Jonesboro
198,lentz,The University of Tennessee,UNIV,United States of America,True,12500.0,0.0,7500.084166666667,2.4433333333333334,William Raphael Hix,Developing an Understanding of Core-Collapse and Electron Capture Supernova Explosion Systematics using 2D CHIMERA models,,Knoxville
199,swisdak,University of Maryland,UNIV,United States of America,True,10000.0,1550.545,2500.0,0.0,William Dorland,"Turbulence, Transport and Magnetic Reconnection in High Temperature Plasma",Physics,College Park
200,rwu,University of California Irvine,UNIV,United States of America,True,4625.0,0.0,1875.0,0.0,Ruqian Wu,First Principles Exploration for New Spintronics Materials ,Physics and Astronomy ,Irvine
201,kotliar,Brookhaven National Lab,DOELAB,United States of America,True,6375.0,0.0,750.0,0.0,Gabriel Kotliar,Theoretical spectroscopy of correlated materials: development and application,Physics,Upton
202,hcheng,University of Florida,UNIV,United States of America,True,28757.0,0.0,27269.0,0.0,Hai-Ping Cheng,Molecular Magnetic Quantum Materials,Physics,Gainesville
203,rollett,Carnegie Mellon University,UNIV,United States of America,True,0.0,0.0,100.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,Materials Science & Engineering,Pittsburgh
204,u15012,Jefferson Lab,DOELAB,United States of America,True,9500.0,0.0,500.0,0.0,Rocco Schiavilla,Structure and Dynamics of Light Nuclei,Theory Center,Newport News
205,u15013,Purdue University,UNIV,United States of America,True,5300.0,0.0,175.0,0.0,Glenn Sembroski,Data Analysis for VHE Gamma-Rays,HEP-Cosmic Frontier,West Lafayette
206,enogales,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,10000.0,0.0,10000.0,0.0,Eva Nogales,NERSC Supported Structuromics: solving structures to bridge the gap between sequence and function,MBIB,Berkeley
207,hivon,Centre National de la Recherche Scientifique,OTHGOVLB,France,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Institut d'Astrophysique de Paris,Paris
208,u15122,Massachusetts Institute of Technology,UNIV,United States of America,True,70000.0,0.0,78000.0,0.0,John Negele,Exploration of Hadron Structure using Lattice QCD,Physics,Cambridge
209,steven,Indiana University,UNIV,United States of America,True,1112600.0,0.0,560918.8475,28458.68083333333,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Department of Physics,Bloomington
210,penn,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,14000.0,0.0,18756.865,0.0,Robert Ryne,Frontiers in Accelerator Design: Advanced Modeling for Next-Generation BES Accelerators,ATAP,Berkeley
211,u15165,University of California Berkeley,UNIV,United States of America,True,90010.0,0.0,10100.0,0.0,Steven Louie,Computation of Electronic Properties of Materials from First Principles,Physics,Berkeley
212,jablonow,University of Michigan,UNIV,United States of America,True,1450.0,0.0,175.0,0.0,Kara Peterson,Climate Impact: Determining Etiology Through Pathways (CLDERA),,Ann Arbor
